text,label
"Folklore
Folklore is the body of expressive culture shared by a particular group of people, culture or subculture.[1] This includes oral traditions such as tales, myths, legends, proverbs, poems, jokes, and other oral traditions.[2][3] This also includes material culture, such as traditional building styles common to the group. Folklore also encompasses customary lore, taking actions for folk beliefs, including folk religion, and the forms and rituals of celebrations such as Christmas, weddings, folk dances, and initiation rites.[2]
Each one of these, either singly or in combination, is considered a folklore artifact or traditional cultural expression. Just as essential as the form, folklore also encompasses the transmission of these artifacts from one region to another or from one generation to the next. Folklore is not something one can typically gain from a formal school curriculum or study in the fine arts. Instead, these traditions are passed along informally from one individual to another, either through verbal instruction or demonstration.[4]
The academic study of folklore is called folklore studies or folkloristics, and it can be explored at the undergraduate, graduate, and Ph.D. levels.[5]
Overview
[edit]The word folklore, a compound of folk and lore, was coined in 1846 by the Englishman William Thoms,[6] who contrived the term as a replacement for the contemporary terminology of ""popular antiquities"" or ""popular literature"". The second half of the word, lore, comes ",art_culture
"Fairy tale
A fairy tale (alternative names include fairytale, fairy story, household tale,[1] magic tale, or wonder tale) is a short story that belongs to the folklore genre.[2] Such stories typically feature magic, enchantments, and mythical or fanciful beings. In most cultures, there is no clear line separating myth from folk or fairy tale; all these together form the literature of preliterate societies.[3] Fairy tales may be distinguished from other folk narratives such as legends (which generally involve belief in the veracity of the events described)[4] and explicit moral tales, including beast fables. Prevalent elements include dragons, dwarfs, elves, fairies, giants, gnomes, goblins, griffins, merfolk, monsters, monarchy, pixies, talking animals, trolls, unicorns, witches, wizards, magic, and enchantments.
In less technical contexts, the term is also used to describe something blessed with unusual happiness, as in ""fairy-tale ending"" (a happy ending)[5] or ""fairy-tale romance"". Colloquially, the term ""fairy tale"" or ""fairy story"" can also mean any far-fetched story or tall tale; it is used especially to describe any story that not only is not true, but also could not possibly be true. Legends are perceived as real within their culture; fairy tales may merge into legends, where the narrative is perceived both by teller and hearers as being grounded in historical truth. However, unlike legends and epics, fairy tales usually do not contain more than superficial references",art_culture
"Education sciences
Education sciences,[1] also known as education studies or education theory, and traditionally called pedagogy,[2] seek to describe, understand, and prescribe education including education policy. Subfields include comparative education, educational research, instructional theory, curriculum theory and psychology, philosophy, sociology, economics, and history of education.[3] Related are learning theory or cognitive science.
History
[edit]The earliest known attempts to understand education in Europe were by classical Greek philosophers and sophists, but there is also evidence of contemporary (or even preceding) discussions among Arabic, Indian, and Chinese scholars.[citation needed]
Philosophy of education
[edit]Educational thought is not necessarily concerned with the construction of theories as much as the ""reflective examination of educational issues and problems from the perspective of diverse disciplines.""[4]
For example, a cultural theory of education considers how education occurs through the totality of culture, including prisons, households, and religious institutions as well as schools.[5][6] Other examples are the behaviorist theory of education that comes from educational psychology and the functionalist theory of education that comes from sociology of education.[7]
Normative theories of education
[edit]Normative theories of education provide the norms, goals, and standards of education.[8] In contrast, descriptive theories of education provide d",philosophy
"Pedagogy
Pedagogy (/ˈpɛdəɡɒdʒi, -ɡoʊdʒi, -ɡɒɡi/), most commonly understood as the approach to teaching, is the theory and practice of learning, and how this process influences, and is influenced by, the social, political, and psychological development of learners. Pedagogy, taken as an academic discipline, is the study of how knowledge and skills are imparted in an educational context, and it considers the interactions that take place during learning. Both the theory and practice of pedagogy vary greatly as they reflect different social, political, and cultural contexts.[1]
Pedagogy is often described as the act of teaching.[2] The pedagogy adopted by teachers shapes their actions, judgments, and teaching strategies by taking into consideration theories of learning, understandings of students and their needs, and the backgrounds and interests of individual students.[3][4] Its aims may range from furthering liberal education (the general development of human potential) to the narrower specifics of vocational education (the imparting and acquisition of specific skills).
Instructive strategies are governed by the pupil's background knowledge and experience, situation and environment, as well as learning goals set by the student and teacher. One example would be the Socratic method.[5]
Definition
[edit]The meaning of the term ""pedagogy"" is often contested and a great variety of definitions has been suggested.[6] The most common approach is to define it as the study or science of ",philosophy
"Educational technology
Educational technology (commonly abbreviated as edutech, or edtech) is the combined use of computer hardware, software, and educational theory and practice to facilitate learning and teaching.[1][2] When referred to with its abbreviation, ""EdTech"", it often refers to the industry of companies that create educational technology.[3][4][5] In EdTech Inc.: Selling, Automating and Globalizing Higher Education in the Digital Age, Tanner Mirrlees and Shahid Alvi (2019) argue ""EdTech is no exception to industry ownership and market rules"" and ""define the EdTech industries as all the privately owned companies currently involved in the financing, production and distribution of commercial hardware, software, cultural goods, services and platforms for the educational market with the goal of turning a profit. Many of these companies are US-based and rapidly expanding into educational markets across North America, and increasingly growing all over the world.""[3]
In addition to the practical educational experience, educational technology is based on theoretical knowledge from various disciplines such as communication, education, psychology, sociology, artificial intelligence, and computer science.[6] It encompasses several domains including learning theory, computer-based training, online learning, and m-learning where mobile technologies are used.
Definition
[edit]The Association for Educational Communications and Technology (AECT) has defined educational technology ",tech
"Special education
Special education (also known as special-needs education, aided education, alternative provision, exceptional student education, special ed., SDC, and SPED) is the practice of educating students in a way that accommodates their individual differences, disabilities, and special needs.[1] This involves the individually planned and systematically monitored arrangement of teaching procedures, adapted equipment and materials, and accessible settings. These interventions are designed to help individuals with special needs achieve a higher level of personal self-sufficiency and success in school and in their community, which may not be available if the student were only given access to a typical classroom education.
Special education aims to provide accommodated education for disabled students such as learning disabilities, learning difficulties (such as dyslexia), communication disorders, emotional and behavioral disorders, physical disabilities (such as osteogenesis imperfecta, down syndrome, lissencephaly, Sanfilippo syndrome, and muscular dystrophy), developmental disabilities (such as autism spectrum disorder, and intellectual disabilities) and other disabilities.[2] Disabled students are likely to benefit from additional educational services such as different approaches to teaching, the use of technology, a specifically adapted teaching area, a resource room, or a separate classroom.
Some scholars[who?] of education may categorize gifted education under the u",philosophy
"Tertiary education
Tertiary education (higher education, or post-secondary education) is the educational level following the completion of secondary education.
The World Bank defines tertiary education as including universities, colleges, and vocational schools.[1] Higher education is taken to include undergraduate and postgraduate education, while vocational education beyond secondary education is known as further education in the United Kingdom, or included under the category of continuing education in the United States.
Tertiary education generally culminates in the receipt of certificates, diplomas, or academic degrees. Higher education represents levels 5, 6, 7, and 8 of the 2011 version of the International Standard Classification of Education structure. Tertiary education at a nondegree level is sometimes referred to as further education or continuing education as distinct from higher education.
UNESCO stated that tertiary education focuses on learning endeavors in specialized fields. It includes academic and higher vocational education.[2]
The World Bank's 2019 World Development Report on the future of work[3] argues that given the future of work and the increasing role of technology in value chains, tertiary education is becoming even more relevant for workers to compete in the labor market.
Definition
Higher education, also called post-secondary education, third-level or tertiary education, is an optional final stage of formal learning that occurs after completion o",history
"Language education
Language education refers to the processes and practices of teaching a second or foreign language. Its study reflects interdisciplinary approaches, usually including some applied linguistics.[1][2] There are four main learning categories for language education: communicative competencies, proficiencies, cross-cultural experiences, and multiple literacies.[3]
Need
[edit]Increasing globalization has created a great need for people in the workforce who can communicate in multiple languages. Common languages are used in areas such as trade, tourism, diplomacy, technology, media, translation, interpretation and science. Many countries such as Korea (Kim Yeong-seo, 2009), Japan (Kubota, 1998) and China (Kirkpatrick & Zhichang, 2002) frame education policies to teach at least one foreign language at the primary and secondary school levels. Further, the governments of some countries have more than one official language; such countries include India, Singapore, Malaysia, Pakistan, and the Philippines. According to GAO (2010), China has recently been putting importance on foreign language learning, especially English.
History
[edit]Ancient to medieval period
[edit]Ancient learners seem to have started by reading, memorizing and reciting little stories and dialogues that provided basic vocabulary and grammar in naturalistic contexts. These texts seem to have emphasized coherent texts rather than isolated sentences such as those modern learners often practice on. They ",tech
"Mathematics
Mathematics is a field of study that discovers and organizes methods, theories and theorems that are developed and proved for the needs of empirical sciences and mathematics itself. There are many areas of mathematics, which include number theory (the study of numbers), algebra (the study of formulas and related structures), geometry (the study of shapes and spaces that contain them), analysis (the study of continuous changes), and set theory (presently used as a foundation for all mathematics).
Mathematics involves the description and manipulation of abstract objects that consist of either abstractions from nature or—in modern mathematics—purely abstract entities that are stipulated to have certain properties, called axioms. Mathematics uses pure reason to prove properties of objects, a proof consisting of a succession of applications of deductive rules to already established results. These results include previously proved theorems, axioms, and—in case of abstraction from nature—some basic properties that are considered true starting points of the theory under consideration.[1]
Mathematics is essential in the natural sciences, engineering, medicine, finance, computer science, and the social sciences. Although mathematics is extensively used for modeling phenomena, the fundamental truths of mathematics are independent of any scientific experimentation. Some areas of mathematics, such as statistics and game theory, are developed in close correlation with their app",philosophy
"Algebra
Algebra is a branch of mathematics that deals with abstract systems, known as algebraic structures, and the manipulation of expressions within those systems. It is a generalization of arithmetic that introduces variables and algebraic operations other than the standard arithmetic operations, such as addition and multiplication.
Elementary algebra is the main form of algebra taught in schools. It examines mathematical statements using variables for unspecified values and seeks to determine for which values the statements are true. To do so, it uses different methods of transforming equations to isolate variables. Linear algebra is a closely related field that investigates linear equations and combinations of them called systems of linear equations. It provides methods to find the values that solve all equations in the system at the same time, and to study the set of these solutions.
Abstract algebra studies algebraic structures, which consist of a set of mathematical objects together with one or several operations defined on that set. It is a generalization of elementary and linear algebra since it allows mathematical objects other than numbers and non-arithmetic operations. It distinguishes between different types of algebraic structures, such as groups, rings, and fields, based on the number of operations they use and the laws they follow, called axioms. Universal algebra and category theory provide general frameworks to investigate abstract patterns that characteriz",philosophy
"Calculus
Calculus is the mathematical study of continuous change, in the same way that geometry is the study of shape, and algebra is the study of generalizations of arithmetic operations.
Originally called infinitesimal calculus or ""the calculus of infinitesimals"", it has two major branches, differential calculus and integral calculus. The former concerns instantaneous rates of change, and the slopes of curves, while the latter concerns accumulation of quantities, and areas under or between curves. These two branches are related to each other by the fundamental theorem of calculus. They make use of the fundamental notions of convergence of infinite sequences and infinite series to a well-defined limit.[1] It is the ""mathematical backbone"" for dealing with problems where variables change with time or another reference variable.[2]
Infinitesimal calculus was formulated separately in the late 17th century by Isaac Newton and Gottfried Wilhelm Leibniz.[3][4] Later work, including codifying the idea of limits, put these developments on a more solid conceptual footing. The concepts and techniques found in calculus have diverse applications in science, engineering, and other branches of mathematics.[5][6]
Etymology
In mathematics education, calculus is an abbreviation of both infinitesimal calculus and integral calculus, which denotes courses of elementary mathematical analysis.
In Latin, the word calculus means “small pebble”, (the diminutive of calx, meaning ""stone""), a meaning w",science
"Geometry
Geometry (from Ancient Greek γεωμετρία (geōmetría) 'land measurement'; from γῆ (gê) 'earth, land' and μέτρον (métron) 'a measure')[1] is a branch of mathematics concerned with properties of space such as the distance, shape, size, and relative position of figures.[2] Geometry is, along with arithmetic, one of the oldest branches of mathematics. A mathematician who works in the field of geometry is called a geometer. Until the 19th century, geometry was almost exclusively devoted to Euclidean geometry,[a] which includes the notions of point, line, plane, distance, angle, surface, and curve, as fundamental concepts.[3]
Originally developed to model the physical world, geometry has applications in almost all sciences, and also in art, architecture, and other activities that are related to graphics.[4] Geometry also has applications in areas of mathematics that are apparently unrelated. For example, methods of algebraic geometry are fundamental in Wiles's proof of Fermat's Last Theorem, a problem that was stated in terms of elementary arithmetic, and remained unsolved for several centuries.
During the 19th century several discoveries enlarged dramatically the scope of geometry. One of the oldest such discoveries is Carl Friedrich Gauss's Theorema Egregium (""remarkable theorem"") that asserts roughly that the Gaussian curvature of a surface is independent from any specific embedding in a Euclidean space. This implies that surfaces can be studied intrinsically, that is, as ",science
"Statistics
Statistics (from German: Statistik, orig. ""description of a state, a country""[1]) is the discipline that concerns the collection, organization, analysis, interpretation, and presentation of data.[2] In applying statistics to a scientific, industrial, or social problem, it is conventional to begin with a statistical population or a statistical model to be studied. Populations can be diverse groups of people or objects such as ""all people living in a country"" or ""every atom composing a crystal"". Statistics deals with every aspect of data, including the planning of data collection in terms of the design of surveys and experiments.[3]
When census data (comprising every member of the target population) cannot be collected, statisticians collect data by developing specific experiment designs and survey samples. Representative sampling assures that inferences and conclusions can reasonably extend from the sample to the population as a whole. An experimental study involves taking measurements of the system under study, manipulating the system, and then taking additional measurements using the same procedure to determine if the manipulation has modified the values of the measurements. In contrast, an observational study does not involve experimental manipulation.
Two main statistical methods are used in data analysis: descriptive statistics, which summarize data from a sample using indexes such as the mean or standard deviation, and inferential statistics, which draw conclu",tech
"Probability
Probability is a branch of mathematics and statistics concerning events and numerical descriptions of how likely they are to occur. The probability of an event is a number between 0 and 1; the larger the probability, the more likely an event is to occur.[note 1][1][2] This number is often expressed as a percentage (%), ranging from 0% to 100%. A simple example is the tossing of a fair (unbiased) coin. Since the coin is fair, the two outcomes (""heads"" and ""tails"") are both equally probable; the probability of ""heads"" equals the probability of ""tails""; and since no other outcomes are possible, the probability of either ""heads"" or ""tails"" is 1/2 (which could also be written as 0.5 or 50%).
These concepts have been given an axiomatic mathematical formalization in probability theory, which is used widely in areas of study such as statistics, mathematics, science, finance, gambling, artificial intelligence, machine learning, computer science, game theory, and philosophy to, for example, draw inferences about the expected frequency of events. Probability theory is also used to describe the underlying mechanics and regularities of complex systems.[3]
Etymology
[edit]The word probability derives from the Latin probabilitas, which can also mean ""probity"", a measure of the authority of a witness in a legal case in Europe, and often correlated with the witness's nobility. In a sense, this differs much from the modern meaning of probability, which in contrast is a measure of t",philosophy
"Number theory
Number theory is a branch of pure mathematics devoted primarily to the study of the integers and arithmetic functions. Number theorists study prime numbers as well as the properties of mathematical objects constructed from integers (for example, rational numbers), or defined as generalizations of the integers (for example, algebraic integers).
Integers can be considered either in themselves or as solutions to equations (Diophantine geometry). Questions in number theory can often be understood through the study of analytical objects, such as the Riemann zeta function, that encode properties of the integers, primes or other number-theoretic objects in some fashion (analytic number theory). One may also study real numbers in relation to rational numbers, as for instance how irrational numbers can be approximated by fractions (Diophantine approximation).
Number theory is one of the oldest branches of mathematics alongside geometry. One quirk of number theory is that it deals with statements that are simple to understand but are very difficult to solve. Examples of this are Fermat's Last Theorem, which was proved 358 years after the original formulation, and Goldbach's conjecture, which remains unsolved since the 18th century. German mathematician Carl Friedrich Gauss (1777–1855) said, ""Mathematics is the queen of the sciences—and number theory is the queen of mathematics.""[1] It was regarded as the example of pure mathematics with no applications outside mathematics",philosophy
"Discrete mathematics
Discrete mathematics is the study of mathematical structures that can be considered ""discrete"" (in a way analogous to discrete variables, having a bijection with the set of natural numbers) rather than ""continuous"" (analogously to continuous functions). Objects studied in discrete mathematics include integers, graphs, and statements in logic.[1][2][3] By contrast, discrete mathematics excludes topics in ""continuous mathematics"" such as real numbers, calculus or Euclidean geometry. Discrete objects can often be enumerated by integers; more formally, discrete mathematics has been characterized as the branch of mathematics dealing with countable sets[4] (finite sets or sets with the same cardinality as the natural numbers). However, there is no exact definition of the term ""discrete mathematics"".[5]
The set of objects studied in discrete mathematics can be finite or infinite. The term finite mathematics is sometimes applied to parts of the field of discrete mathematics that deals with finite sets, particularly those areas relevant to business.
Research in discrete mathematics increased in the latter half of the twentieth century partly due to the development of digital computers which operate in ""discrete"" steps and store data in ""discrete"" bits. Concepts and notations from discrete mathematics are useful in studying and describing objects and problems in branches of computer science, such as computer algorithms, programming languages, cryptography, automate",tech
"Topology
Topology (from the Greek words τόπος, 'place, location', and λόγος, 'study') is the branch of mathematics concerned with the properties of a geometric object that are preserved under continuous deformations, such as stretching, twisting, crumpling, and bending; that is, without closing holes, opening holes, tearing, gluing, or passing through itself.
A topological space is a set endowed with a structure, called a topology, which allows defining continuous deformation of subspaces, and, more generally, all kinds of continuity. Euclidean spaces, and, more generally, metric spaces are examples of topological spaces, as any distance or metric defines a topology. The deformations that are considered in topology are homeomorphisms and homotopies. A property that is invariant under such deformations is a topological property. The following are basic examples of topological properties: the dimension, which allows distinguishing between a line and a surface; compactness, which allows distinguishing between a line and a circle; connectedness, which allows distinguishing a circle from two non-intersecting circles.
The ideas underlying topology go back to Gottfried Wilhelm Leibniz, who in the 17th century envisioned the geometria situs and analysis situs. Leonhard Euler's Seven Bridges of Königsberg problem and polyhedron formula are arguably the field's first theorems. The term topology was introduced by Johann Benedict Listing in the 19th century, although, it was not until th",science
"Mathematical logic
Mathematical logic is the study of formal logic within mathematics. Major subareas include model theory, proof theory, set theory, and recursion theory (also known as computability theory). Research in mathematical logic commonly addresses the mathematical properties of formal systems of logic such as their expressive or deductive power. However, it can also include uses of logic to characterize correct mathematical reasoning or to establish foundations of mathematics.
Since its inception, mathematical logic has both contributed to and been motivated by the study of foundations of mathematics. This study began in the late 19th century with the development of axiomatic frameworks for geometry, arithmetic, and analysis. In the early 20th century it was shaped by David Hilbert's program to prove the consistency of foundational theories. Results of Kurt Gödel, Gerhard Gentzen, and others provided partial resolution to the program, and clarified the issues involved in proving consistency. Work in set theory showed that almost all ordinary mathematics can be formalized in terms of sets, although there are some theorems that cannot be proven in common axiom systems for set theory. Contemporary work in the foundations of mathematics often focuses on establishing which parts of mathematics can be formalized in particular formal systems (as in reverse mathematics) rather than trying to find theories in which all of mathematics can be developed.
Subfields and scope
[e",philosophy
"Computer science
Computer science is the study of computation, information, and automation.[1][2][3] Computer science spans theoretical disciplines (such as algorithms, theory of computation, and information theory) to applied disciplines (including the design and implementation of hardware and software).[4][5][6]
Algorithms and data structures are central to computer science.[7] The theory of computation concerns abstract models of computation and general classes of problems that can be solved using them. The fields of cryptography and computer security involve studying the means for secure communication and preventing security vulnerabilities. Computer graphics and computational geometry address the generation of images. Programming language theory considers different ways to describe computational processes, and database theory concerns the management of repositories of data. Human–computer interaction investigates the interfaces through which humans and computers interact, and software engineering focuses on the design and principles behind developing software. Areas such as operating systems, networks and embedded systems investigate the principles and design behind complex systems. Computer architecture describes the construction of computer components and computer-operated equipment. Artificial intelligence and machine learning aim to synthesize goal-orientated processes such as problem-solving, decision-making, environmental adaptation, planning and learning found in ",tech
"Algorithm
In mathematics and computer science, an algorithm (/ˈælɡərɪðəm/ ⓘ) is a finite sequence of mathematically rigorous instructions, typically used to solve a class of specific problems or to perform a computation.[1] Algorithms are used as specifications for performing calculations and data processing. More advanced algorithms can use conditionals to divert the code execution through various routes (referred to as automated decision-making) and deduce valid inferences (referred to as automated reasoning).
In contrast, a heuristic is an approach to solving problems without well-defined correct or optimal results.[2] For example, although social media recommender systems are commonly called ""algorithms"", they actually rely on heuristics as there is no truly ""correct"" recommendation.
As an effective method, an algorithm can be expressed within a finite amount of space and time[3] and in a well-defined formal language[4] for calculating a function.[5] Starting from an initial state and initial input (perhaps empty),[6] the instructions describe a computation that, when executed, proceeds through a finite[7] number of well-defined successive states, eventually producing ""output""[8] and terminating at a final ending state. The transition from one state to the next is not necessarily deterministic; some algorithms, known as randomized algorithms, incorporate random input.[9]
Etymology
[edit]Around 825 AD, Persian scientist and polymath Muḥammad ibn Mūsā al-Khwārizmī wrote kit",tech
"Data structure
In computer science, a data structure is a data organization and storage format that is usually chosen for efficient access to data.[1][2][3] More precisely, a data structure is a collection of data values, the relationships among them, and the functions or operations that can be applied to the data,[4] i.e., it is an algebraic structure about data.
Usage
[edit]Data structures serve as the basis for abstract data types (ADT). The ADT defines the logical form of the data type. The data structure implements the physical form of the data type.[5]
Different types of data structures are suited to different kinds of applications, and some are highly specialized to specific tasks. For example, relational databases commonly use B-tree indexes for data retrieval,[6] while compiler implementations usually use hash tables to look up identifiers.[7]
Data structures provide a means to manage large amounts of data efficiently for uses such as large databases and internet indexing services. Usually, efficient data structures are key to designing efficient algorithms. Some formal design methods and programming languages emphasize data structures, rather than algorithms, as the key organizing factor in software design. Data structures can be used to organize the storage and retrieval of information stored in both main memory and secondary memory.[8]
Implementation
[edit]Data structures can be implemented using a variety of programming languages and techniques, but they all shar",tech
"Programming language
A programming language is a system of notation for writing computer programs.[1] Programming languages are described in terms of their syntax (form) and semantics (meaning), usually defined by a formal language. Languages usually provide features such as a type system, variables, and mechanisms for error handling. An implementation of a programming language is required in order to execute programs, namely an interpreter or a compiler. An interpreter directly executes the source code, while a compiler produces an executable program.
Computer architecture has strongly influenced the design of programming languages, with the most common type (imperative languages—which implement operations in a specified order) developed to perform well on the popular von Neumann architecture. While early programming languages were closely tied to the hardware, over time they have developed more abstraction to hide implementation details for greater simplicity.
Thousands of programming languages—often classified as imperative, functional, logic, or object-oriented—have been developed for a wide variety of uses. Many aspects of programming language design involve tradeoffs—for example, exception handling simplifies error handling, but at a performance cost. Programming language theory is the subfield of computer science that studies the design, implementation, analysis, characterization, and classification of programming languages.
Definitions
[edit]Programming languages diff",tech
"Python (programming language)
Python is a high-level, general-purpose programming language. Its design philosophy emphasizes code readability with the use of significant indentation.[33]
Python is dynamically type-checked and garbage-collected. It supports multiple programming paradigms, including structured (particularly procedural), object-oriented and functional programming. It is often described as a ""batteries included"" language due to its comprehensive standard library.[34][35]
Guido van Rossum began working on Python in the late 1980s as a successor to the ABC programming language, and he first released it in 1991 as Python 0.9.0.[36] Python 2.0 was released in 2000. Python 3.0, released in 2008, was a major revision not completely backward-compatible with earlier versions. Python 2.7.18, released in 2020, was the last release of Python 2.[37]
Python consistently ranks as one of the most popular programming languages, and it has gained widespread use in the machine learning community.[38][39][40][41]
History
[edit]Python was conceived in the late 1980s[42] by Guido van Rossum at Centrum Wiskunde & Informatica (CWI) in the Netherlands; it was conceived as a successor to the ABC programming language, which was inspired by SETL,[43] capable of exception handling and interfacing with the Amoeba operating system.[12] Python implementation began in December, 1989.[44] Van Rossum assumed sole responsibility for the project, as the lead developer, until 12 July 2018, when he a",tech
"Java (programming language)
Java is a high-level, general-purpose, memory-safe, object-oriented programming language. It is intended to let programmers write once, run anywhere (WORA),[18] meaning that compiled Java code can run on all platforms that support Java without the need to recompile.[19] Java applications are typically compiled to bytecode that can run on any Java virtual machine (JVM) regardless of the underlying computer architecture. The syntax of Java is similar to C and C++, but has fewer low-level facilities than either of them. The Java runtime provides dynamic capabilities (such as reflection and runtime code modification) that are typically not available in traditional compiled languages.
Java gained popularity shortly after its release, and has been a popular programming language since then.[20] Java was the third most popular programming language in 2022[update] according to GitHub.[21] Although still widely popular, there has been a gradual decline in use of Java in recent years with other languages using JVM gaining popularity.[22]
Java was designed by James Gosling at Sun Microsystems. It was released in May 1995 as a core component of Sun's Java platform. The original and reference implementation Java compilers, virtual machines, and class libraries were released by Sun under proprietary licenses. As of May 2007, in compliance with the specifications of the Java Community Process, Sun had relicensed most of its Java technologies under the GPL-2.0-only",tech
"Software engineering
Software engineering is a branch of both computer science and engineering focused on designing, developing, testing, and maintaining software applications.[1] It involves applying engineering principles and computer programming expertise to develop software systems that meet user needs.[2][3][4][5]
The terms programmer and coder overlap software engineer, but they imply only the construction aspect of a typical software engineer workload.[6]
A software engineer applies a software development process,[2][7] which involves defining, implementing, testing, managing, and maintaining software systems, as well as developing the software development process itself.
History
[edit]Beginning in the 1960s, software engineering was recognized as a separate field of engineering.[8]
The development of software engineering was seen as a struggle. Problems included software that was over budget, exceeded deadlines, required extensive debugging and maintenance, and unsuccessfully met the needs of consumers or was never even completed.
In 1968, NATO held the first software engineering conference, where issues related to software were addressed. Guidelines and best practices for the development of software were established.[9]
The origins of the term software engineering have been attributed to various sources. The term appeared in a list of services offered by companies in the June 1965 issue of ""Computers and Automation""[10] and was used more formally in the August 1966 i",tech
"Operating system
An operating system (OS) is system software that manages computer hardware and software resources, and provides common services for computer programs.
Time-sharing operating systems schedule tasks for efficient use of the system and may also include accounting software for cost allocation of processor time, mass storage, peripherals, and other resources.
For hardware functions such as input and output and memory allocation, the operating system acts as an intermediary between programs and the computer hardware,[1][2] although the application code is usually executed directly by the hardware and frequently makes system calls to an OS function or is interrupted by it. Operating systems are found on many devices that contain a computer – from cellular phones and video game consoles to web servers and supercomputers.
As of September 2024[update], Android is the most popular operating system with a 46% market share, followed by Microsoft Windows at 26%, iOS and iPadOS at 18%, macOS at 5%, and Linux at 1%. Android, iOS, and iPadOS are mobile operating systems, while Windows, macOS, and Linux are desktop operating systems.[3] Linux distributions are dominant in the server and supercomputing sectors. Other specialized classes of operating systems (special-purpose operating systems),[4][5] such as embedded and real-time systems, exist for many applications. Security-focused operating systems also exist. Some operating systems have low system requirements (e.g. light-w",tech
"Database
In computing, a database is an organized collection of data or a type of data store based on the use of a database management system (DBMS), the software that interacts with end users, applications, and the database itself to capture and analyze the data. The DBMS additionally encompasses the core facilities provided to administer the database. The sum total of the database, the DBMS and the associated applications can be referred to as a database system. Often the term ""database"" is also used loosely to refer to any of the DBMS, the database system or an application associated with the database.
Before digital storage and retrieval of data have become widespread, index cards were used for data storage in a wide range of applications and environments: in the home to record and store recipes, shopping lists, contact information and other organizational data; in business to record presentation notes, project research and notes, and contact information; in schools as flash cards or other visual aids; and in academic research to hold data such as bibliographical citations or notes in a card file. Professional book indexers used index cards in the creation of book indexes until they were replaced by indexing software in the 1980s and 1990s.
Small databases can be stored on a file system, while large databases are hosted on computer clusters or cloud storage. The design of databases spans formal techniques and practical considerations, including data modeling, efficient da",tech
"Network
Appearance
(Redirected from Networking)
Network, networking and networked may refer to:
Science and technology
[edit]- Network theory, the study of graphs as a representation of relations between discrete objects
- Network science, an academic field that studies complex networks
Mathematics
[edit]- Networks, a graph with attributes studied in network theory
- Scale-free network, a network whose degree distribution follows a power law
- Small-world network, a mathematical graph in which most nodes are not neighbors, but have neighbors in common
- Flow network, a directed graph where each edge has a capacity and each edge receives a flow
Biology
[edit]- Biological network, any network that applies to biological systems
- Ecological network, a representation of interacting species in an ecosystem
- Neural network, a network or circuit of neurons
Technology and communication
[edit]- Artificial neural network, a computing system inspired by animal brains
- Broadcast network, radio stations, television stations, or other electronic media outlets that broadcast content from a centralized source
- News network
- Radio network, including both broadcast and two-way communications
- Television network, used to distribute television program content
- Electrical network, an interconnection of electrical components
- Social networking service, an online platform that people use to build social networks
- Telecommunications network, allowing communication between separated nodes
- C",tech
"Artificial life
Artificial life (ALife or A-Life) is a field of study wherein researchers examine systems related to natural life, its processes, and its evolution, through the use of simulations with computer models, robotics, and biochemistry.[1] The discipline was named by Christopher Langton, an American computer scientist, in 1986.[2] In 1987, Langton organized the first conference on the field, in Los Alamos, New Mexico.[3] There are three main kinds of alife,[4] named for their approaches: soft,[5] from software; hard,[6] from hardware; and wet, from biochemistry. Artificial life researchers study traditional biology by trying to recreate aspects of biological phenomena.[7][8]
Overview
[edit]Artificial life studies the fundamental processes of living systems in artificial environments in order to gain a deeper understanding of the complex information processing that define such systems. These topics are broad, but often include evolutionary dynamics, emergent properties of collective systems, biomimicry, as well as related issues about the philosophy of the nature of life and the use of lifelike properties in artistic works.[citation needed]
Philosophy
[edit]The modeling philosophy of artificial life strongly differs from traditional modeling by studying not only ""life as we know it"" but also ""life as it could be"".[9]
A traditional model of a biological system will focus on capturing its most important parameters. In contrast, an alife modeling approach will generally ",tech
"Video game development
Video game development (sometimes shortened to gamedev) is the process of creating a video game. It is a multidisciplinary practice, involving programming, design, art, audio, user interface, and writing. Each of those may be made up of more specialized skills; art includes 3D modeling of objects, character modeling, animation, visual effects, and so on. Development is supported by project management, production, and quality assurance. Teams can be many hundreds of people, a small group, or even a single person.
Development of commercial video games is normally funded by a publisher and can take two to five years to reach completion. Game creation by small, self-funded teams is called independent development. The technology in a game may be written from scratch or use proprietary software specific to one company. As development has become more complex, it has become common for companies and independent developers alike to use off-the-shelf ""engines"" such as Unity, Unreal Engine or Godot.[1][2]
Commercial game development began in the 1970s with the advent of arcade video games, first-generation video game consoles like the Atari 2600, and home computers like the Apple II. Into the 1980s, a lone programmer could develop a full and complete game such as Pitfall!. By the second and third generation of video game consoles in the late 1980s, the growing popularity of 3D graphics on personal computers, and higher expectations for visuals and quality, it becam",sports
